sample_name,Target,0,1,2,3,4,5,6,7,8,9,cas9_score,nick_to_pegRNA,dPAM,PE3b,RTT_GC,RTT_length,PBS_GC,PBS_length,N_subsitution,N_deletion,N_insertions,Target_pos,Target_end_flank
FIG3B_HEK4_NONE,15.67542027,0.81044,0.0608795,0.0717806,0.146022,0.171623,0,0.0147778,0.0110007,0.0395002,0.052118,54.311,,0,0,0.4,10,0.777777778,9,1,0,0,2,8
FIG3B_RNF2_+41,44.5358407,0.257855,0.413246,0.498761,0.345037,0,0.337716,0.368911,0.0609921,0.431227,0.482303,52.23,41,0,0,0.428571429,14,0.333333333,15,1,0,0,1,13
FIG3B_RNF2_+67,19.41553167,0.257855,0.413246,0.498761,0.345037,0,0.337716,0.368911,0.0609921,0.431227,0.482303,52.23,67,0,0,0.428571429,14,0.333333333,15,1,0,0,1,13
FIG3B_RNF2_NONE,9.691017267,0.257855,0.413246,0.498761,0.345037,0,0.337716,0.368911,0.0609921,0.431227,0.482303,52.23,,0,0,0.428571429,14,0.333333333,15,1,0,0,1,13
FIG3C_FANCF_5GT_PE2,24.68051847,0.430755,0.446175,0.452793,0,0,0.489373,0.562752,0.616559,0.35951,0.374253,60.384,,1,0,0.470588235,17,0.615384615,13,1,0,0,5,12
FIG3C_FANCF_5GT_PE3,59.12774443,0.430755,0.446175,0.452793,0,0,0.489373,0.562752,0.616559,0.35951,0.374253,60.384,48,1,0,0.470588235,17,0.615384615,13,1,0,0,5,12
FIG3C_FANCF_5GT_PE3B,40.57479573,0.430755,0.446175,0.452793,0,0,0.489373,0.562752,0.616559,0.35951,0.374253,60.384,7,1,1,0.470588235,17,0.615384615,13,1,0,0,5,12
FIG3C_FANCF_7AC_PE2,8.052859967,0.489899,0.506833,0.46618,0,0,0.328125,0.376821,0.412474,0.131089,0.391571,60.384,,0,0,0.588235294,17,0.571428571,14,1,0,0,7,10
FIG3C_FANCF_7AC_PE3,28.72121627,0.489899,0.506833,0.46618,0,0,0.328125,0.376821,0.412474,0.131089,0.391571,60.384,48,0,0,0.588235294,17,0.571428571,14,1,0,0,7,10
FIG3C_FANCF_7AC_PE3B,24.93289053,0.489899,0.506833,0.46618,0,0,0.328125,0.376821,0.412474,0.131089,0.391571,60.384,7,0,1,0.588235294,17,0.571428571,14,1,0,0,7,10
FIG3C_RNF2_4AC_PE2,10.0802914,0.105878,0.454423,0.548299,0.142065,0,0.126629,0.138079,0.0293389,0.0758897,0.0847128,52.23,,0,0,0.571428571,14,0.333333333,15,1,0,0,4,10
FIG3C_RNF2_4AC_PE3,32.1997743,0.105878,0.454423,0.548299,0.142065,0,0.126629,0.138079,0.0293389,0.0758897,0.0847128,52.23,41,0,0,0.571428571,14,0.333333333,15,1,0,0,4,10
FIG3C_RNF2_4AC_PE3B,41.9067201,0.105878,0.454423,0.548299,0.142065,0,0.126629,0.138079,0.0293389,0.0758897,0.0847128,52.23,5,0,1,0.571428571,14,0.333333333,15,1,0,0,4,10
FIG3C_RNF2_4AG_PE2,6.571361733,0.15931,0.453342,0.547147,0.213651,0,0.194766,0.212252,0.0275803,0.0433132,0.0481294,52.23,,0,0,0.571428571,14,0.333333333,15,1,0,0,4,10
FIG3C_RNF2_4AG_PE3,27.26095623,0.15931,0.453342,0.547147,0.213651,0,0.194766,0.212252,0.0275803,0.0433132,0.0481294,52.23,41,0,0,0.571428571,14,0.333333333,15,1,0,0,4,10
FIG3C_RNF2_4AG_PE3B,38.57513103,0.15931,0.453342,0.547147,0.213651,0,0.194766,0.212252,0.0275803,0.0433132,0.0481294,52.23,5,0,1,0.571428571,14,0.333333333,15,1,0,0,4,10
FIG4A_HEK3_1TA,38.84923983,0.754627,0.288207,0.281879,0.239307,0.256332,0.269899,0.0566544,0.0709095,0.0848431,0.0909263,63.265,90,0,0,0.5,10,0.615384615,13,1,0,0,1,9
FIG4A_HEK3_1TC,44.8965004,0.79797,0.30668,0.298299,0.15248,0.163328,0.171997,0.0512623,0.0616241,0.0544434,0.271736,63.265,90,0,0,0.6,10,0.615384615,13,1,0,0,1,9
FIG4A_HEK3_1TG,44.57718687,0.794773,0.284468,0.277751,0.291675,0.312424,0.329015,0.0184348,0.0228877,0.0105403,0,63.265,90,0,0,0.6,10,0.615384615,13,1,0,0,1,9
FIG4A_HEK3_2GA,38.58834913,0.788528,0.278468,0.272045,0.247325,0.264921,0.278895,0.0719475,0.0794943,0.0731873,0.268043,63.265,90,0,0,0.4,10,0.615384615,13,1,0,0,2,8
FIG4A_HEK3_2GC,36.04265933,0.789725,0.269945,0.263465,0.0875384,0.0859875,0.0494757,0.346241,0.441531,0.486082,0.523403,63.265,90,0,0,0.5,10,0.615384615,13,1,0,0,2,8
FIG4A_HEK3_2GT,34.7088474,0.790256,0.26964,0.263156,0.104345,0.0855578,0.0618336,0.440924,0.562599,0.611793,0.658288,63.265,90,0,0,0.4,10,0.615384615,13,1,0,0,2,8
FIG4A_HEK3_3AC,45.7985139,0.794663,0.277289,0.270538,0.280266,0.300207,0.31621,0.0134202,0.0149849,0.0159211,0.187616,63.265,90,0,0,0.6,10,0.615384615,13,1,0,0,3,7
FIG4A_HEK3_3AG,43.78002723,0.765098,0.266983,0.260326,0.212741,0.22787,0.239765,0.0425426,0.0446904,0.0151757,0.245127,63.265,90,0,0,0.6,10,0.615384615,13,1,0,0,3,7
FIG4A_HEK3_3AT,36.88709687,0.792643,0.281373,0.274493,0.199143,0.213312,0.224669,0.0616616,0.0709189,0.0750466,0.240689,63.265,90,0,0,0.5,10,0.615384615,13,1,0,0,3,7
FIG4A_HEK3_4TA,29.98899637,0.801871,0.295483,0.29252,0.394027,0.422068,0.445452,0.456646,0.369301,0.190966,0.151136,63.265,90,0,0,0.5,10,0.615384615,13,1,0,0,4,6
FIG4A_HEK3_4TC,37.50328723,0.810627,0.380171,0.377778,0.117286,0.125629,0.132295,0.0502359,0.2295,0.244827,0.227381,63.265,90,0,0,0.6,10,0.615384615,13,1,0,0,4,6
FIG4A_HEK3_4TG,45.46394843,0.801618,0.341488,0.337131,0.122831,0.129168,0.133202,0.0310802,0.130395,0.144044,0.246977,63.265,90,0,0,0.6,10,0.615384615,13,1,0,0,4,6
FIG4A_HEK3_5GA,39.2225127,0.784574,0.204436,0.200911,0.39128,0.435192,0.423567,0.422259,0.571386,0.269959,0.262637,63.265,90,1,0,0.4,10,0.615384615,13,1,0,0,5,5
FIG4A_HEK3_5GC,50.50330413,0.802481,0.268003,0.261949,0.124354,0.137979,0.433721,0.460165,0.460893,0.0353999,0.540093,63.265,90,1,0,0.5,10,0.615384615,13,1,0,0,5,5
FIG4A_HEK3_5GT,43.68546777,0.798629,0.328408,0.324096,0.152819,0.169655,0,0.0567657,0.136903,0.151407,0.27156,63.265,90,1,0,0.4,10,0.615384615,13,1,0,0,5,5
FIG4A_HEK3_6GA,40.73069727,0.80801,0.442312,0.436054,0.0522759,0.0566282,0.0636613,0.0557583,0.1795,0.198025,0.310362,63.265,90,1,0,0.4,10,0.615384615,13,1,0,0,6,4
FIG4A_HEK3_6GC,42.3024343,0.808536,0.27443,0.26773,0.168883,0.177941,0.186801,0.031687,0.0394938,0.0308094,0.150768,63.265,90,1,0,0.5,10,0.615384615,13,1,0,0,6,4
FIG4A_HEK3_6GT,36.1384789,0.808234,0.338126,0.331961,0.137665,0.134777,0.119599,0.0219549,0.0941408,0.10371,0.263787,63.265,90,1,0,0.4,10,0.615384615,13,1,0,0,6,4
FIG4A_HEK3_7CA,18.33744933,0.831103,0.55316,0.562399,0.466094,0.0163827,0.0157804,0.0488755,0.21446,0.239924,0.300325,63.265,90,0,0,0.4,10,0.615384615,13,1,0,0,7,3
FIG4A_HEK3_7CG,30.39731637,0.751469,0.252011,0.234618,0.0475313,0.0527679,0.0585437,0.0590891,0.131462,0.14615,0.335137,63.265,90,0,0,0.5,10,0.615384615,13,1,0,0,7,3
FIG4A_HEK3_7CT,28.85643943,0.768835,0.291713,0.281735,0.101438,0.111759,0.0130818,0.0571004,0.119386,0.132639,0.326104,63.265,90,0,0,0.4,10,0.615384615,13,1,0,0,7,3
FIG4A_HEK3_8AC,25.6465918,0.548257,0.235714,0.2469,0.258637,0.265324,0.279388,0.0380361,0.0498479,0.156111,0.218822,63.265,90,0,0,0.6,10,0.615384615,13,1,0,0,8,2
FIG4A_HEK3_8AG,32.84503277,0.689485,0.0867955,0.236507,0.238871,0.252799,0.172413,0.0416945,0.119127,0.132258,0.248844,63.265,90,0,0,0.6,10,0.615384615,13,1,0,0,8,2
FIG4A_HEK3_8AT,26.15320283,0.638117,0.225693,0.314228,0.363935,0.383265,0.403593,0.0402604,0.0472817,0.0292914,0.217426,63.265,90,0,0,0.5,10,0.615384615,13,1,0,0,8,2
FIG4B_HEK3_12GC,47.73244127,0.749555,0.139557,0.148554,0.13501,0.164163,0.175943,0.163009,0.123487,0.156569,0.171494,63.265,90,0,0,0.558823529,34,0.615384615,13,1,0,0,12,22
FIG4B_HEK3_14AT,38.62433213,0.761606,0.114707,0.122144,0.0985603,0.0863805,0.0926365,0.0895104,0.118871,0.15091,0.166805,63.265,90,0,0,0.558823529,34,0.615384615,13,1,0,0,14,20
FIG4B_HEK3_17GC,57.79510103,0.771855,0.0890859,0.0734236,0.0738997,0.0928457,0.108406,0.112542,0.240634,0.289446,0.312397,63.265,90,0,0,0.558823529,34,0.615384615,13,1,0,0,17,17
FIG4B_HEK3_1TA,39.18052387,0.665587,0.091502,0.0973453,0.0917368,0.0850227,0.0911812,0.0881772,0.118703,0.1507,0.166574,63.265,90,0,0,0.558823529,34,0.615384615,13,1,0,0,1,33
FIG4B_HEK3_20GC,49.31112133,0.787708,0.212675,0.226525,0.219437,0.20739,0.222354,0.211511,0.317361,0.402739,0.444755,63.265,90,0,0,0.558823529,34,0.615384615,13,1,0,0,20,14
FIG4B_HEK3_23CG,36.85410173,0.77537,0.130169,0.138511,0.130315,0.10564,0.113302,0.110632,0.175039,0.222222,0.245882,63.265,90,0,0,0.558823529,34,0.615384615,13,1,0,0,23,11
FIG4B_HEK3_24TA,38.8296458,0.778199,0.0935075,0.0994577,0.0889791,0.184945,0.197898,0.125159,0.120339,0.152782,0.206566,63.265,90,0,0,0.558823529,34,0.615384615,13,1,0,0,24,10
FIG4B_HEK3_26CG,39.82553743,0.712377,0.0776861,0.0488695,0.0486745,0.0714806,0.0766713,0.0664902,0.0435894,0.0513575,0.0574566,63.265,90,0,0,0.558823529,34,0.615384615,13,1,0,0,26,8
FIG4B_HEK3_30CG,42.66325927,0.783789,0.684114,0.729578,0.774676,0.821577,0.0700157,0.0679575,0.502654,0.590969,0.644972,63.265,90,0,0,0.558823529,34,0.615384615,13,1,0,0,30,4
FIG4B_HEK3_33CG,20.8751469,0.610718,0.121277,0.126856,0.133029,0.137484,0.100778,0.105411,0.168974,0.206769,0.223096,63.265,90,0,0,0.558823529,34,0.615384615,13,1,0,0,33,1
FIG4C_RNF2_1CA,45.61048287,0.257855,0.413246,0.498761,0.345037,0,0.337716,0.368911,0.0609921,0.431227,0.482303,52.23,41,0,0,0.428571429,14,0.333333333,15,1,0,0,1,13
FIG4C_RNF2_1CG,50.40673753,0.254212,0.390318,0.471,0.340184,0,0.332571,0.363278,0.0593415,0.418499,0.46801,52.23,41,0,0,0.5,14,0.333333333,15,1,0,0,1,13
FIG4C_RNF2_1CT,46.2124575,0.0867042,0.607679,0.734064,0.116056,0,0.108472,0.11847,0.0525332,0.12449,0.139218,52.23,41,0,0,0.428571429,14,0.333333333,15,1,0,0,1,13
FIG4C_RNF2_2TA,45.2538609,0.136595,0.463495,0.559422,0.182116,0.0263652,0.16164,0.173682,0.0480056,0.171474,0.191746,52.23,41,0,0,0.5,14,0.333333333,15,1,0,0,2,12
FIG4C_RNF2_2TG,45.74219463,0.183348,0.405412,0.48913,0.245543,0,0.234954,0.256534,0.0367409,0.253544,0.283535,52.23,41,0,0,0.571428571,14,0.333333333,15,1,0,0,2,12
FIG4C_RNF2_3GC,33.32789103,0.202847,0.42761,0.516058,0.271459,0,0.263937,0.288272,0.0465227,0.329985,0.369119,52.23,41,0,0,0.5,14,0.333333333,15,1,0,0,3,11
FIG4C_RNF2_4AC,31.02511257,0.105878,0.454423,0.548299,0.142065,0,0.126629,0.138079,0.0293389,0.0758897,0.0847128,52.23,41,0,0,0.571428571,14,0.333333333,15,1,0,0,4,10
FIG4C_RNF2_4AG,26.9651436,0.15931,0.453342,0.547147,0.213651,0,0.194766,0.212252,0.0275803,0.0433132,0.0481294,52.23,41,0,0,0.571428571,14,0.333333333,15,1,0,0,4,10
FIG4C_RNF2_4AT,30.52395307,0.131709,0.474921,0.573272,0.176532,0,0.161392,0.176221,0.0265294,0.136987,0.152943,52.23,41,0,0,0.5,14,0.333333333,15,1,0,0,4,10
FIG4C_RNF2_5GT,52.9883694,0.0341711,0.626264,0.756501,0.0458941,0,0.0337961,0.0495229,0.0518207,0.194241,0.198412,52.23,41,1,0,0.428571429,14,0.333333333,15,1,0,0,5,9
FIG4C_RNF2_6GA,56.16066883,0.0359582,0.627058,0.757369,0.0482289,0,0.0372378,0.0405982,0.0319701,0.0591369,0.0641819,52.23,41,1,0,0.428571429,14,0.333333333,15,1,0,0,6,8
FIG4C_RNF2_7TC,16.92201687,0.336338,0.416866,0.441702,0.450917,0,0.43377,0.465591,0.553838,0.617946,0.689981,52.23,41,0,0,0.571428571,14,0.333333333,15,1,0,0,7,7
FIG4D_RUNX1_RUNX1_1CA,4.952882967,0.912807,0.280705,0.0117823,0.317767,0.304229,0.0688361,0.0682191,0.517276,0.658089,0.731511,57.854,38,0,0,0.466666667,15,0.4,15,1,0,0,1,14
FIG4D_RUNX1_RUNX1_1CG,16.01027473,0.913239,0.280944,0.0146989,0.318232,0.304736,0.0677137,0.0671085,0.508871,0.647397,0.719649,57.854,38,0,0,0.533333333,15,0.4,15,1,0,0,1,14
FIG4D_RUNX1_RUNX1_1CT,14.315577,0.91105,0.279894,0.0233375,0.316963,0.303432,0.0645042,0.063929,0.485149,0.617218,0.686162,57.854,38,0,0,0.466666667,15,0.4,15,1,0,0,1,14
FIG4D_RUNX1_RUNX1_2GA,20.5911218,0.913799,0.279314,0.152508,0.318885,0.305413,0.0310665,0.0307893,0.233713,0.297336,0.330586,57.854,38,0,0,0.466666667,15,0.4,15,1,0,0,2,13
FIG4D_RUNX1_RUNX1_3AC,28.708487,0.871786,0.269711,0.146816,0.30278,0.289674,0.0245957,0.0242959,0.181753,0.23123,0.257088,57.854,38,0,0,0.6,15,0.4,15,1,0,0,3,12
FIG4D_RUNX1_RUNX1_3AG,27.1947938,0.897223,0.276542,0.157466,0.315856,0.302499,0.0279116,0.0276625,0.209911,0.267054,0.296912,57.854,38,0,0,0.6,15,0.4,15,1,0,0,3,12
FIG4D_RUNX1_RUNX1_3AT,25.4652194,0.913966,0.279238,0.16206,0.318848,0.305313,0.0286035,0.028348,0.215196,0.273778,0.304394,57.854,38,0,0,0.533333333,15,0.4,15,1,0,0,3,12
FIG4D_RUNX1_RUNX1_4TA,26.2132825,0.911536,0.266256,0.108688,0.300615,0.287755,0.0455052,0.0451018,0.342487,0.435721,0.484453,57.854,38,0,0,0.533333333,15,0.4,15,1,0,0,4,11
FIG4D_RUNX1_RUNX1_4TC,26.85881243,0.914298,0.280865,0.160718,0.321295,0.307853,0.0281309,0.0278818,0.211154,0.268635,0.29867,57.854,38,0,0,0.6,15,0.4,15,1,0,0,4,11
FIG4D_RUNX1_RUNX1_4TG,27.22995863,0.915234,0.285122,0.165683,0.327084,0.313476,0.0262893,0.0267666,0.177557,0.225891,0.246825,57.854,38,0,0,0.6,15,0.4,15,1,0,0,4,11
FIG4D_RUNX1_RUNX1_5GT,41.03137507,0.919961,0.324534,0.218408,0.386707,0.374037,0,0,0,0.0123575,0.0676046,57.854,38,1,0,0.466666667,15,0.4,15,1,0,0,5,10
FIG4D_RUNX1_RUNX1_6GC,38.68079823,0.796423,0.245728,0.0899535,0.27737,0.264488,0.0814313,0.0803258,0,0.0734508,0.110515,57.854,38,1,0,0.533333333,15,0.4,15,1,0,0,6,9
FIG4E_VEGFA_VEGFA_1TA,29.00114833,0.0164292,0.0792859,0.092094,0.0928381,0.100354,0.181899,0.19956,0.219628,0.10961,0.0841766,66.789,57,0,0,0.545454545,22,0.615384615,13,1,0,0,1,21
FIG4E_VEGFA_VEGFA_1TC,34.666331,0.0160921,0.0734103,0.0852697,0.0944531,0.1021,0.168427,0.184784,0.203621,0.111233,0.0853974,66.789,57,0,0,0.590909091,22,0.615384615,13,1,0,0,1,21
FIG4E_VEGFA_VEGFA_1TG,29.03193523,0.0193018,0.104837,0.121774,0.089688,0.0969494,0.240532,0.263842,0.287134,0.106729,0.0819893,66.789,57,0,0,0.590909091,22,0.615384615,13,1,0,0,1,21
FIG4E_VEGFA_VEGFA_2GA,27.38331217,0.0158058,0.072202,0.0838676,0.123328,0.12836,0.165679,0.181768,0.200226,0.11311,0.0868124,66.789,57,0,0,0.5,22,0.615384615,13,1,0,0,2,20
FIG4E_VEGFA_VEGFA_3AC,22.52222917,0.0157578,0.0749989,0.0871148,0.0935427,0.101116,0.17207,0.18878,0.207984,0.11027,0.0846489,66.789,57,0,0,0.590909091,22,0.615384615,13,1,0,0,3,19
FIG4E_VEGFA_VEGFA_3AG,25.38944033,0.0168296,0.0936751,0.108807,0.0861747,0.0931516,0.214897,0.23568,0.259426,0.103412,0.0791819,66.789,57,0,0,0.590909091,22,0.615384615,13,1,0,0,3,19
FIG4E_VEGFA_VEGFA_3AT,20.98198607,0.0159409,0.0773494,0.0898447,0.0925819,0.100077,0.177458,0.194691,0.214461,0.109429,0.0840724,66.789,57,0,0,0.545454545,22,0.615384615,13,1,0,0,3,19
FIG4E_VEGFA_VEGFA_5GT,50.59513367,0.0103022,0.0810604,0.0941546,0.0771978,0.0834478,0.185964,0.204028,0.224911,0.0956423,0.073783,66.789,57,1,0,0.5,22,0.615384615,13,1,0,0,5,17
FIG4E_VEGFA_VEGFA_6GC,29.092425,0.0193075,0.0757875,0.0880338,0.112106,0.121182,0.17393,0.190818,0.210347,0.128295,0.0977596,66.789,57,1,0,0.545454545,22,0.615384615,13,1,0,0,6,16
FIG4E_VEGFA_VEGFA_7CA,30.62514623,0.0154057,0.0986898,0.114634,0.09303,0.100562,0.226438,0.248406,0.272241,0.109232,0.0834135,66.789,57,0,0,0.5,22,0.615384615,13,1,0,0,7,15
FIG4E_VEGFA_VEGFA_7CT,32.96695383,0.0188027,0.152546,0.177194,0.0842626,0.0910846,0.350055,0.384023,0.422647,0.101728,0.0781225,66.789,57,0,0,0.5,22,0.615384615,13,1,0,0,7,15
FIG4E_VEGFA_VEGFA_9CG,10.03660477,0.0351733,0.0876427,0.101801,0.10197,0.110226,0.201077,0.2206,0.242677,0.120914,0.0917377,66.789,57,0,0,0.545454545,22,0.615384615,13,1,0,0,9,13
FIG4F_DNMT1_1TCAINS,29.44869147,0.742344,0.0461841,0.170758,0.0273377,0,0.0609751,0.0641103,0.050758,0.0204433,0,65.144,49,1,0,0.611111111,18,0.615384615,13,0,0,3,1,14
FIG4F_DNMT1_3-5AGGDEL,30.73899573,0.693457,0.0427424,0.191524,0.0271001,0.0861203,0.0666992,0.114308,0.124717,0.132211,0.167313,65.144,49,1,0,0.666666667,12,0.615384615,13,0,3,0,3,9
FIG4F_DNMT1_3ADEL,16.6318684,0.786367,0.0476683,0.195407,0.0272605,0.0361161,0.0874785,0.0927723,0.0722391,0.0342229,0.0195997,65.144,49,0,0,0.714285714,14,0.615384615,13,0,1,0,3,11
FIG4F_DNMT1_4CINS,29.9217018,0.71733,0.0424915,0.180515,0.0259113,0.0277789,0.0902825,0.0954359,0.0800321,0.0432119,0.0707948,65.144,49,1,0,0.6875,16,0.615384615,13,0,0,1,5,10
FIG4F_EMX1_1TGCINS,34.53072133,0.650352,0.772316,0.819265,0.849319,0.877974,0.909209,0.924287,0.636246,0.712531,0.865692,69.541,53,1,0,0.631578947,19,0.5,14,0,0,3,1,15
FIG4F_EMX1_4-6GGGDEL,14.84035607,0.644102,0.770241,0.823182,0.860226,0.896249,0.933435,0.950761,0.589817,0.434575,0.504131,69.541,53,1,0,0.538461538,13,0.5,14,0,3,0,4,9
FIG4F_EMX1_5GDEL,6.828257167,0.673191,0.802898,0.855652,0.891445,0.926555,0.965533,0.986639,0.639456,0.693745,0.843049,69.541,53,1,0,0.6,15,0.5,14,0,1,0,4,11
FIG4F_EMX1_6TINS,25.58614597,0.675897,0.804272,0.854997,0.888382,0.92004,0.952659,0.968069,0.637387,0.354876,0.430924,69.541,53,1,0,0.588235294,17,0.5,14,0,0,1,6,10
FIG4F_FANCF_3CINS,26.31572563,0.495145,0.511778,0.519055,0,0,0.603579,0.694073,0.759449,0.108261,0.100611,60.384,48,1,0,0.555555556,18,0.571428571,14,0,0,1,3,14
FIG4F_FANCF_4GATINS,45.31189967,0.363745,0.386968,0.40426,0,0,0.467862,0.538001,0.587082,0.424636,0.0567819,60.384,48,1,0,0.5,20,0.571428571,14,0,0,3,3,14
FIG4F_FANCF_5-7GGADEL,26.43779557,0.581595,0.603911,0.614439,0,0,0.636691,0.701604,0.768906,0.0935625,0.0917207,60.384,48,1,0,0.5,14,0.571428571,14,0,3,0,5,9
FIG4F_FANCF_6GDEL,48.7094675,0.350939,0.363491,0.368004,0,0,0.395091,0.454331,0.497707,0.521852,0.54518,60.384,48,1,0,0.5,16,0.571428571,14,0,1,0,6,10
FIG4F_HEK3_1-3TGADEL,54.33252867,0.743363,0.0912985,0.0971475,0.0917243,0.0850011,0.0911582,0.0881631,0.118703,0.1507,0.166574,63.265,90,1,0,0.580645161,31,0.615384615,13,0,3,0,1,30
FIG4F_HEK3_1AINS,44.16295067,0.802346,0.318008,0.31283,0.292333,0.312349,0.327987,0,0.0990251,0.108789,0.0938825,63.265,90,1,0,0.454545455,11,0.615384615,13,0,0,1,1,9
FIG4F_HEK3_1CTTINS,51.74210977,0.828013,0.449983,0.449474,0.139093,0.147973,0.154644,0,0.397011,0.436021,0.445887,63.265,90,1,0,0.461538462,13,0.615384615,13,0,0,3,1,9
FIG4F_HEK3_1TDEL,36.96927657,0.796771,0.298906,0.292532,0.262017,0.281435,0.297301,0,0.0131853,0.013706,0.225023,63.265,90,1,0,0.555555556,9,0.615384615,13,0,1,0,1,8
FIG4F_RNF2_1GTAINS,50.79791377,0.228994,0.430073,0.517421,0.303128,0,0.290634,0.328395,0.0578964,0.407654,0.455883,52.23,41,1,0,0.470588235,17,0.333333333,15,0,0,3,1,13
FIG4F_RNF2_1TINS,35.21764643,0.25525,0.420216,0.506568,0.340273,0,0.331526,0.36149,0.0611322,0.431062,0.482024,52.23,41,1,0,0.466666667,15,0.333333333,15,0,0,1,1,13
FIG4F_RNF2_3-5GAGDEL,38.87295747,0.0227057,0.621406,0.753852,0.0309003,0,0.0205964,0.0275204,0.0288952,0.550514,0.583719,52.23,41,1,0,0.454545455,11,0.333333333,15,0,3,0,3,8
FIG4F_RNF2_4ADEL,36.9129995,0.0944448,0.507768,0.613814,0.126344,0,0.112178,0.122534,0.0959161,0.0387079,0.0768856,52.23,41,1,0,0.538461538,13,0.333333333,15,0,1,0,4,9
FIG4F_RUNX1_1ATGINS,35.80112717,0.91238,0.271758,0.106506,0.308384,0.294588,0.0422465,0.0432876,0.356016,0.452932,0.503578,57.854,38,1,0,0.5,18,0.4,15,0,0,3,1,14
FIG4F_RUNX1_1CINS,19.92733193,0.899573,0.273403,0.182835,0.31205,0.29851,0.0226326,0.0223909,0.176874,0.225023,0.250188,57.854,38,1,0,0.5625,16,0.4,15,0,0,1,1,14
FIG4F_RUNX1_2-4GATDEL,23.86992953,0.908768,0.287055,0.0109878,0.324921,0.311492,0.136477,0.140182,0.45569,0.554772,0.585846,57.854,38,1,0,0.583333333,12,0.4,15,0,3,0,2,10
FIG4F_RUNX1_2GDEL,22.5311165,0.914421,0.283232,0.146659,0.323858,0.310488,0.0319,0.0316709,0.230128,0.292775,0.325515,57.854,38,1,0,0.5,14,0.4,15,0,1,0,2,12
FIG4F_VEGFA_2-4GAGDEL,44.83199193,0.0239018,0.076337,0.0886712,0.192437,0.200966,0.211846,0.221023,0.229755,0.118126,0.0911861,66.789,57,1,0,0.526315789,19,0.615384615,13,0,3,0,2,17
FIG4F_VEGFA_2ACAINS,12.9242447,0,0.0708796,0.0823339,0.296622,0.307894,0.322533,0.334167,0.344784,0.0945077,0.0722212,66.789,57,1,0,0.52,25,0.615384615,13,0,0,3,3,19
FIG4F_VEGFA_3ADEL,27.23373483,0.0162448,0.102731,0.119326,0.088027,0.095253,0.235682,0.258563,0.284994,0.106578,0.0817876,66.789,57,1,0,0.571428571,21,0.615384615,13,0,1,0,3,18
FIG4F_VEGFA_4CINS,37.34236993,0,0.0691673,0.0803454,0.437757,0.455211,0.477804,0.496039,0.512904,0.0952841,0.0733114,66.789,57,1,0,0.565217391,23,0.615384615,13,0,0,1,5,17
FIG4G_HEK3_DEL1-10,64.1837776,0.843972,0.109068,0.101051,0.094303,0.0866806,0.0929553,0.0897364,0.118882,0.150928,0.166826,63.265,90,1,0,0.583333333,24,0.615384615,13,0,10,0,1,23
FIG4G_HEK3_DEL1-15,58.97915923,0.853507,0.194786,0.201501,0.187837,0.137711,0.142916,0.132413,0.213296,0.249434,0.260853,63.265,90,1,0,0.631578947,19,0.615384615,13,0,15,0,1,18
FIG4G_HEK3_DEL1-25,70.8640231,0.874135,0.110119,0.0117971,0.0336404,0.0379558,0.0372028,0.0880825,0.102679,0.17283,0.24471,63.265,90,1,0,0.653846154,26,0.615384615,13,0,25,0,1,25
FIG4G_HEK3_DEL1-30,50.6067204,0.847755,0.107492,0.0125461,0.035841,0.0400431,0.0393984,0.0726861,0.0820087,0.140387,0.198819,63.265,90,1,0,0.666666667,21,0.615384615,13,0,30,0,1,20
FIG4G_HEK3_DEL1-5,79.38036793,0.77982,0.0959181,0.0971901,0.0916722,0.0850103,0.0911615,0.0881527,0.118703,0.1507,0.166574,63.265,90,1,0,0.586206897,29,0.615384615,13,0,5,0,1,28
FIG4G_HEK3_DEL1-80,48.062471,0.0293626,0.0275178,0.0320792,0.0326831,0.0315074,0.0672163,0.0694118,0.275952,0.298844,0.30978,63.265,90,1,0,0.6,20,0.615384615,13,0,80,0,1,19
FIG4H_FANCF_1AC_6GT,48.50588073,0.345609,0.357574,0.361778,0,0.0526055,0.403468,0.463973,0.508538,0.520778,0.546218,60.384,48,1,0,0.529411765,17,0.571428571,14,2,0,0,1,11
FIG4H_FANCF_1TINS_4-5TGDEL,41.52767867,0.359122,0.371965,0.376287,0,0.0146782,0.402241,0.462543,0.50665,0.166629,0.165813,60.384,48,1,0,0.5,16,0.571428571,14,0,2,1,1,12
FIG4H_FANCF_1TINS_6GA,45.20648877,0.471837,0.487684,0.494493,0,0,0.5755,0.661793,0.72478,0.245803,0.256688,60.384,48,1,0,0.444444444,18,0.571428571,14,1,0,1,1,11
FIG4H_FANCF_2CDEL_5GT,52.57737467,0.568627,0.588993,0.597746,0,0,0.638487,0.734175,0.804512,0.0217987,0,60.384,48,1,0,0.4375,16,0.571428571,14,1,1,0,1,12
FIG4H_HEK3_1CTTINS_2GC,64.9264704,0.861421,0.0958052,0.09731,0.0917369,0.0850204,0.0911789,0.0881773,0.118703,0.1507,0.166574,63.265,90,1,0,0.540540541,37,0.615384615,13,1,0,3,1,32
FIG4H_HEK3_1CTTINS_5GDEL,68.76915287,0.773851,0.0923514,0.0982566,0.0925727,0.0854747,0.0916635,0.0886158,0.118704,0.1507,0.166574,63.265,90,1,0,0.527777778,36,0.615384615,13,1,1,3,1,28
